REGION,PROVINCIA,COMUNA,NOM_REGION,NOM_PROVIN,NOM_COMUNA,TOTAL_VIVI,PARTICULAR,POR_PART,COLECTIVAS,POR_COLE,TOTAL_PERS,POR_HOMBRES,HOMBRES,POR_MUJERES,MUJERES,DENSIDAD,MEDIA_MAS,INDICE_MAS,INDICE_DEP,IND_DEP_JU,IND_DEP_VE,CUT,PERSONAS_0,Porc_0_5,PERSONAS_6,Porc_6_14,PERSONAS_1,Porc_15_64,PERSONAS_M,Porc_mas_65,PERSONAS_E,Porc_MIGR,PNac_MIG,PUEBLOS_IN,Porc_IND,PNac_IND,TOTAL_VIV_,TOTAL_VI_1,VIV_OCUPA_,TOTAL_VI_2,CANTIDAD_H,VIV_TIPO_C,vTip_Casa,VIV_TIPO_D,vTip_Dep,vOtro_Tip,VIV_TIPO_T,VIV_TIPO_P,VIV_TIPO_M,VIV_TIPO_1,VIV_TIPO_O,VIV_PARED_,VIV_PARE_1,VIV_PARE_2,VIV_PARE_3,VIV_PARE_4,VIV_PARE_5,VIV_TECHO_,VIV_TECH_1,VIV_TECH_2,VIV_TECH_3,VIV_TECH_4,VIV_TECH_5,VIV_TECH_6,VIV_PISO_P,VIV_PISO_R,VIV_PISO_B,VIV_PISO_C,VIV_PISO_T,VIV_MATERI,Mat_Acep,VIV_MATE_1,Mat_Recup,VIV_MATE_2,Mat_Irrecup,VIV_AGUA_R,vAguRedPUB,VIV_AGUA_P,vAguPOZO,VIV_AGUA_C,vAguCAMION,VIV_AGUA_1,vAguRIO,Escudo,Latitud,Longitud
4,41,4102,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,89499,89339,99.82122705281623,160,0.17877294718376743,227730,48.24660782505599,109872,51.75339217494401,117858,159.8,menor,93.2,49.2,33.4,15.8,4102,15833,7.430786631811633,25654,12.04000506868538,150421,70.59599292261338,21165,9.93321537688961,3952,1.7353883985421332,menor,16317,7.1650638914504015,menor,88340,160,67014,88500,68534,76798,86.93457097577542,10211,11.55875028299751,1.506678741227077,11,307,619,27,367,12786,42198,7045,2342,2201,156,19185,3343,43391,377,16,173,48,60026,1619,2961,1485,278,56106,84.91516958515581,9441,14.288741240748868,526,0.7960891740953189,63536,95.61187022211521,1185,1.783242039366761,1548,2.329500993198098,183,0.2753867453199302,https://upload.wikimedia.org/wikipedia/commons/8/8c/Escudo_de_Coquimbo.svg,-30.22741756,-71.3589872
4,41,4103,REGIÓN DE COQUIMBO,ELQUI,ANDACOLLO,4506,4491,99.66711051930758,15,0.3328894806924101,11044,49.972835929011225,5519,50.027164070988775,5525,21.5,menor,99.9,55.8,34.6,21.2,4103,599,6.0584606048346314,1142,11.550520886011935,7005,70.85061191463538,1141,11.540406594518055,0,0.0,menor,525,4.753712423035132,menor,4485,15,3463,4500,3544,4304,95.96432552954292,24,0.5351170568561873,3.5005574136008875,1,25,86,2,43,159,1635,683,292,664,22,420,2,2974,29,1,10,5,2748,128,214,244,112,2035,59.38138313393638,1257,36.67931135103589,135,3.939305515027721,3035,88.20110433013659,88,2.557396105783203,284,8.253414705027607,34,0.9880848590526009,https://upload.wikimedia.org/wikipedia/commons/6/6e/Escudo_de_andacollo.png,-30.25943124,-71.10063777
4,41,4104,REGIÓN DE COQUIMBO,ELQUI,LA HIGUERA,2660,2643,99.36090225563909,17,0.6390977443609023,4241,52.72341428908276,2236,47.27658571091723,2005,1.0,mayor,111.5,56.3,35.4,20.9,4104,285,8.878504672897195,370,11.526479750778815,2112,65.7943925233645,443,13.800623052959502,32,0.7545390238151379,menor,367,8.653619429379864,menor,2624,16,1445,2640,1463,2412,91.92073170731707,0,0.0,8.079268292682926,1,14,161,2,34,47,258,748,279,83,24,161,0,1223,23,0,25,3,1074,69,101,108,85,810,56.68299510146956,514,35.96920923722883,105,7.3477956613016095,1099,76.85314685314685,154,10.76923076923077,160,11.188811188811188,17,1.1888111888111887,https://upload.wikimedia.org/wikipedia/commons/4/42/Escudo_de_La_Higuera.svg,-29.37477713,-70.90256488
4,41,4105,REGIÓN DE COQUIMBO,ELQUI,PAIGUANO,2373,2348,98.94648124736621,25,1.053518752633797,4497,49.81098510117856,2240,50.18901489882144,2257,3.0,menor,99.2,49.9,28.1,21.8,4105,175,4.373906523369158,329,8.222944263934016,2952,73.78155461134716,545,13.621594601349663,50,1.11185234600845,menor,300,6.671114076050701,menor,2344,25,1595,2369,1608,2254,96.160409556314,0,0.0,3.8395904436860064,2,16,48,5,19,59,600,332,161,428,13,145,1,1423,4,2,8,4,1047,129,189,175,52,706,44.542586750788644,813,51.29337539432177,66,4.16403785488959,1400,88.21676118462508,14,0.8821676118462508,29,1.8273471959672338,144,9.073724007561438,https://upload.wikimedia.org/wikipedia/commons/1/1e/Comuna_de_Paihuano.svg,-30.2376309,-70.36974702
4,41,4106,REGIÓN DE COQUIMBO,ELQUI,VICUÑA,10779,10733,99.57324427126821,46,0.42675572873179335,27771,49.66331784955529,13792,50.33668215044471,13979,3.7,menor,98.7,52.0,33.2,18.8,4106,1630,6.388398980991574,3170,12.424064275916127,17886,70.09994121105233,2829,11.087595532039977,224,0.8065968096215477,menor,2756,9.924021461236542,menor,10731,45,8730,10776,8920,10345,96.40294473953965,60,0.5591277606933185,3.0379274997670365,7,29,237,14,39,615,5014,1474,602,953,51,981,26,7607,27,4,37,9,6926,348,758,492,151,5895,68.20548420687261,2555,29.56149485132477,193,2.233020941802615,8203,94.27651994023675,200,2.2985863693828295,161,1.850362027353178,137,1.5745316630272381,https://upload.wikimedia.org/wikipedia/commons/a/ab/Escudo_Vicu%C3%B1a_Chile.png,-29.89189313,-70.38145783
4,42,4201,REGIÓN DE COQUIMBO,CHOAPA,ILLAPEL,12320,12285,99.7159090909091,35,0.2840909090909091,30848,47.77943464730291,14739,52.22056535269709,16109,11.7,menor,91.5,56.0,34.2,21.8,4201,1889,6.743779229588376,3314,11.831066366784478,19116,68.24461818571275,3692,13.18053621791439,131,0.4246628630705394,menor,1717,5.566001037344398,menor,12144,35,10022,12179,10121,11483,94.55698287220027,210,1.7292490118577075,3.713768115942031,2,49,331,12,57,505,5584,2612,951,326,20,691,74,9177,20,0,17,5,8272,347,630,542,171,7365,74.13185707096125,2375,23.905385002516354,195,1.9627579265223956,8658,86.92771084337349,508,5.100401606425703,519,5.210843373493976,275,2.7610441767068274,https://upload.wikimedia.org/wikipedia/commons/7/7e/Escudo_Illapel.png,-31.54951593,-70.97056826
4,42,4202,REGIÓN DE COQUIMBO,CHOAPA,CANELA,5278,5270,99.84842743463433,8,0.15157256536566882,9093,50.94028373474101,4632,49.05971626525899,4461,4.1,menor,103.8,62.0,29.6,32.4,4202,316,4.081632653061225,625,8.072849392921725,5362,69.25858951175407,1439,18.58692844226298,6,0.06598482349059716,menor,278,3.057296821731002,menor,5249,8,3375,5257,3403,4830,92.0175271480282,0,0.0,7.9824728519718064,5,20,354,3,37,56,1255,888,433,710,19,122,4,3204,6,6,5,9,2039,270,339,422,284,1535,45.90311004784689,1512,45.21531100478469,297,8.881578947368421,1899,56.61896243291592,465,13.864042933810374,644,19.200954084675015,346,10.31604054859869,https://upload.wikimedia.org/wikipedia/commons/d/df/Arms_of_Canela.svg,-31.40183891,-71.3943842
4,42,4203,REGIÓN DE COQUIMBO,CHOAPA,LOS VILOS,13288,13237,99.61619506321493,51,0.3838049367850692,21382,51.730427462351514,11061,48.26957253764849,10321,11.5,menor,107.2,51.5,31.7,19.7,4203,1060,5.585709016177478,2074,10.929019339200083,13717,72.2822363914212,2126,11.203035253201243,437,2.043775137966514,mayor,979,4.578617528762511,menor,13154,48,7144,13202,7204,12852,97.70412041964421,10,0.0760225026607876,2.2198570776949964,2,25,208,4,53,473,3797,1955,636,250,11,928,14,6124,25,2,11,2,6213,223,326,262,71,5514,77.99151343705799,1470,20.792079207920793,86,1.2164073550212162,6181,87.06860121143824,328,4.620369066065643,373,5.254261163544161,217,3.056768558951965,https://upload.wikimedia.org/wikipedia/commons/3/3d/Comuna_de_Los_Vilos.svg,-31.97794391,-71.30425457
4,42,4204,REGIÓN DE COQUIMBO,CHOAPA,SALAMANCA,10697,10612,99.2053846872955,85,0.7946153127044966,29347,53.538692200224894,15712,46.461307799775106,13635,8.5,mayor,115.2,47.4,28.9,18.5,4204,1685,6.228744639952684,2899,10.71639804820346,19354,71.54369362708857,3114,11.511163684755287,325,1.1074385797526152,menor,2375,8.092820390499881,menor,10493,85,8635,10578,8776,9972,95.03478509482512,132,1.2579815114838464,3.707233393691027,1,34,283,20,51,350,4843,2135,872,328,52,768,95,7636,18,2,24,7,6335,589,852,633,137,5562,65.60509554140127,2734,32.2481717386176,182,2.1467327199811277,7796,91.18128654970761,192,2.245614035087719,409,4.783625730994152,153,1.789473684210526,https://upload.wikimedia.org/wikipedia/commons/f/f0/Escudo_de_Salamanca_%28Chile%29.svg,-31.89358294,-70.66190858
4,43,4301,REGIÓN DE COQUIMBO,LIMARÍ,OVALLE,42095,42039,99.866967573346,56,0.1330324266539969,111272,48.18732475375656,53619,51.812675246243444,57653,31.3,menor,93.0,52.4,34.1,18.3,4301,7381,7.2065299108581256,12430,12.136183009343787,71195,69.51211177395261,11415,11.14517530584548,919,0.8259040908764109,menor,9834,8.83780286145661,menor,41633,53,34303,41686,34984,38564,92.62844378257633,1571,3.773448946748973,3.598107270674703,6,201,1078,23,190,2985,22714,4601,2214,1553,102,5428,753,27576,176,14,104,22,28520,1019,2459,1498,525,25850,76.334750767777,7346,21.692652964800377,668,1.9725962674226316,31286,91.87982731784676,986,2.895656515227159,1557,4.572552935302928,222,0.6519632316231535,https://upload.wikimedia.org/wikipedia/commons/8/88/Escudo_de_Ovalle.svg,-30.67301055,-71.40530543
4,43,4302,REGIÓN DE COQUIMBO,LIMARÍ,COMBARBALÁ,6999,6980,99.72853264752108,19,0.27146735247892556,13322,49.9624680978832,6656,50.0375319021168,6666,5.8,menor,99.8,59.3,29.2,30.1,4302,595,5.047934164757784,1056,8.959022652074319,8076,68.5161618732502,2060,17.476881309917704,35,0.2627233148175949,menor,1038,7.791622879447531,menor,6929,19,4840,6948,4911,6548,94.50137104921346,4,0.057728387934766916,5.440900562851766,7,25,306,6,33,103,2308,844,473,1048,40,217,2,4552,7,3,12,9,3015,351,508,624,311,2237,46.79916317991632,2205,46.12970711297071,338,7.071129707112971,3634,75.8347245409015,437,9.119365609348915,547,11.414858096828047,174,3.631051752921536,https://upload.wikimedia.org/wikipedia/commons/d/d0/Escudo_de_Combarbal%C3%A1.svg,-31.14645457,-70.96573565
4,43,4303,REGIÓN DE COQUIMBO,LIMARÍ,MONTE PATRIA,13074,13043,99.76288817500382,31,0.23711182499617564,30751,49.656921726122725,15270,50.343078273877275,15481,7.3,menor,98.6,55.0,34.5,20.5,4303,1889,6.808188567721474,3156,11.374612556764939,19528,70.38131622576228,3173,11.435882649751315,49,0.15934441156385157,menor,2259,7.346102565770218,menor,13012,31,10215,13043,10381,12057,92.66062096526284,0,0.0,7.3393790347371635,4,79,807,6,59,303,4591,2348,1358,1509,64,584,14,9482,29,2,35,5,6917,684,1047,1076,419,5212,51.655104063429135,4413,43.73637264618434,465,4.608523290386522,9053,89.3946874691419,308,3.0413745433000887,509,5.026167670583588,257,2.5377703169744246,https://upload.wikimedia.org/wikipedia/commons/a/a9/Escudo_de_Monte_Patria.svg,-30.8341952,-70.65060869
4,43,4304,REGIÓN DE COQUIMBO,LIMARÍ,PUNITAQUI,4812,4806,99.87531172069825,6,0.12468827930174563,10956,49.762687112084706,5452,50.237312887915294,5504,10.0,menor,99.1,60.3,36.4,23.9,4304,680,6.975074366601702,1209,12.401271925325673,6601,67.70950866755565,1259,12.914145040516974,21,0.19167579408543264,menor,1199,10.943775100401606,menor,4743,6,3695,4749,3737,4466,94.15981446341978,2,0.0421674045962471,5.79801813198398,3,13,227,8,24,79,1943,765,502,352,36,212,6,3410,9,1,25,4,2286,293,380,445,269,1895,51.90358805806628,1462,40.04382360996987,294,8.052588331963847,2455,67.0398689240852,548,14.964500273074824,524,14.309120699071546,135,3.6865101037684327,https://upload.wikimedia.org/wikipedia/commons/c/c9/Escudo_Punitaqui.png,-30.94610056,-71.3326274
4,43,4305,REGIÓN DE COQUIMBO,LIMARÍ,RÍO HURTADO,2764,2751,99.52966714905934,13,0.47033285094066574,4278,49.97662459093034,2138,50.02337540906966,2140,1.9,menor,99.9,59.6,28.1,31.4,4305,143,4.253420582986318,337,10.023795359904819,2187,65.05056513979774,695,20.672218917311124,8,0.18700327255726976,menor,228,5.329593267882188,menor,2750,13,1686,2763,1698,2528,91.92727272727272,1,0.03636363636363636,8.036363636363646,3,13,184,6,15,37,719,269,93,547,14,108,0,1528,4,1,30,0,1121,90,133,197,132,741,44.558027660853874,781,46.96331930246542,141,8.478653036680697,1434,86.54194327097163,61,3.6813518406759207,82,4.948702474351237,80,4.828002414001207,https://upload.wikimedia.org/wikipedia/commons/3/3e/Comuna_de_R%C3%ADo_Hurtado.svg,-30.43067949,-70.6537392
5,51,5101,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,117196,116835,99.69196900918121,361,0.3080309908187993,296655,48.85978662082216,144945,51.14021337917784,151710,935.3,menor,95.5,45.2,25.8,19.4,5101,17819,6.305200135877258,26696,9.446300175508124,201559,71.32105248259073,36534,12.927447206023892,4183,1.410055451618884,menor,18009,6.070688173130404,menor,116662,359,97636,117021,101063,83486,71.56229106307109,30662,26.282765596338137,2.1549433405907763,18,704,1255,29,508,26819,31093,22995,6319,8828,982,19157,13719,61080,258,17,2392,88,92606,746,2444,865,89,75707,78.70159571703311,17327,18.012370705338114,3161,3.286033577628775,94532,97.6650962889495,539,0.5568642036531944,1585,1.6375320274402843,136,0.14050747995702123,https://upload.wikimedia.org/wikipedia/commons/7/7f/Escudo_de_Valpara%C3%ADso_%28Chile%29.svg,-32.99788366,-71.75333986
5,51,5102,REGIÓN DE VALPARAÍSO,VALPARAÍSO,CASABLANCA,11606,11588,99.84490780630708,18,0.15509219369291743,26867,49.674321658540215,13346,50.32567834145978,13521,28.1,menor,98.7,47.5,29.6,17.9,5102,1686,6.838092147955872,2695,10.93040233614536,17446,70.75762491888385,2829,11.473880597014926,289,1.075669036364313,menor,1458,5.426731678267019,menor,11564,18,8668,11582,8761,10192,88.13559322033898,1147,9.918713248011068,1.945693531649951,2,42,106,11,64,771,3893,2901,739,301,33,1520,350,6672,31,0,50,7,7882,184,333,201,20,6923,80.57495344506518,1571,18.284450651769088,98,1.1405959031657356,7224,83.82455326061731,1235,14.33047110698538,130,1.5084706428405663,29,0.3365049895567417,https://upload.wikimedia.org/wikipedia/commons/f/fa/Escudo_de_Casablanca.svg,-33.31566654,-71.43497909
5,51,5103,REGIÓN DE VALPARAÍSO,VALPARAÍSO,CONCÓN,20290,20266,99.88171513060621,24,0.11828486939379004,42152,48.20886316189031,20321,51.79113683810969,21831,549.9,menor,93.1,45.1,28.2,16.8,5103,2734,6.837051115334599,4408,11.02330699209763,28420,71.07132139641892,4426,11.068320496148845,1431,3.3948567090529513,mayor,2013,4.775574112734864,menor,20237,24,13671,20261,13903,11410,56.381874783811824,8545,42.22463803923506,1.3934871769531156,4,46,109,2,121,4910,3764,4171,728,42,22,4315,2588,6555,72,2,52,4,12841,176,405,144,14,12028,88.95791731380815,1406,10.398639153908734,87,0.6434435322831151,13031,95.83026915722901,128,0.9413148992498896,432,3.1769377849683775,7,0.05147815855272834,https://upload.wikimedia.org/wikipedia/commons/1/1b/Escudo_de_Conc%C3%B3n.svg,-32.95329771,-71.46786701
5,51,5105,REGIÓN DE VALPARAÍSO,VALPARAÍSO,PUCHUNCAVÍ,17451,17436,99.91404504039883,15,0.08595495960116899,18546,50.45831985333765,9358,49.54168014666235,9188,61.7,menor,101.9,52.2,30.3,21.9,5105,1051,6.168202359293386,1791,10.511180233581783,11932,70.02758377839075,2265,13.29303362873408,264,1.4234875444839856,menor,905,4.8797584384773,menor,17416,15,6352,17431,6414,15251,87.56890215893432,1765,10.13435920992191,2.296738631143768,0,17,222,6,155,397,1540,3473,819,75,26,1366,56,4833,35,3,23,8,5549,256,340,132,31,4763,75.78361177406524,1447,23.0230708035004,75,1.1933174224343674,3897,61.866963010001584,1507,23.924432449595173,843,13.38307667883791,52,0.8255278615653278,https://upload.wikimedia.org/wikipedia/commons/e/ea/Escudo_Puchuncavi.png,-32.74530431,-71.38792301
5,51,5107,REGIÓN DE VALPARAÍSO,VALPARAÍSO,QUINTERO,17442,17417,99.85666781332417,25,0.1433321866758399,31923,49.6006014472324,15834,50.39939855276759,16089,218.4,menor,98.4,51.7,31.5,20.2,5107,1835,6.434081346423562,3040,10.659186535764375,20198,70.82047685834502,3447,12.086255259467041,450,1.4096419509444602,menor,1908,5.976881872004511,menor,17233,25,10244,17258,10418,15435,89.56652933325596,1404,8.14715951952649,2.2863111472175603,3,46,213,13,119,1533,3763,3774,997,68,38,2669,494,6864,47,1,53,19,9148,297,461,207,22,8152,81.02574296789584,1809,17.980320047708975,100,0.9939369843951893,7423,73.63356809840293,2396,23.76748338458486,186,1.8450550540620971,76,0.7538934629501042,https://upload.wikimedia.org/wikipedia/commons/d/d4/Bah%C3%ADa_de_Quintero_Van_Spielbergen.jpg,-32.84318083,-71.47323046
5,51,5109,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,147117,146844,99.81443341014294,273,0.18556658985705254,334248,47.47044110959527,158669,52.52955889040473,175579,2772.2,menor,90.4,45.7,24.1,21.6,5109,17868,5.606737624259464,27680,8.685611005120997,227375,71.34721106536801,45765,14.360440305251531,7898,2.3629161580622773,mayor,18232,5.454632488451688,menor,146444,273,115970,146717,118981,77373,52.834530605555706,67260,45.92881920734205,1.2366501871022422,18,324,1016,5,448,48296,36618,22132,5918,1881,574,23889,29180,60464,259,13,1053,95,109661,1165,2958,1148,90,100891,88.24851739761735,11812,10.331858020047934,1623,1.419624582334727,113657,98.64346467627149,382,0.33153966325290746,1044,0.9060926922409304,137,0.11890296823468148,https://upload.wikimedia.org/wikipedia/commons/8/88/Escudo_de_Vi%C3%B1a_del_Mar.svg,-33.0288003,-71.51543122
5,53,5301,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,23661,23581,99.66189087528001,80,0.33810912472000343,66708,49.902560412544226,33289,50.097439587455774,33419,54.1,menor,99.6,46.9,29.2,17.7,5301,4072,6.553683227914313,6669,10.733426681473613,44208,71.15059630148231,7184,11.56229378912977,1248,1.8708400791509265,mayor,2991,4.483720093542004,menor,23549,80,20583,23629,20848,19509,82.84428213512251,3761,15.970954180644615,1.1847636842328768,1,89,104,15,70,3261,14195,1520,460,1017,44,5136,1229,13936,51,6,56,19,18551,249,1289,261,33,17188,84.74091603806143,2982,14.70196716462062,113,0.557116797317951,19964,97.89153672648818,186,0.9120329508679023,90,0.44130626654898497,154,0.7551240560949299,https://upload.wikimedia.org/wikipedia/commons/1/17/Escudo_de_Los_Andes.svg,-32.95092218,-70.24356248
5,53,5302,REGIÓN DE VALPARAÍSO,LOS ANDES,CALLE LARGA,5488,5484,99.9271137026239,4,0.0728862973760933,14832,49.4066882416397,7328,50.5933117583603,7504,46.0,menor,97.7,51.5,34.3,17.2,5302,1008,7.391655056097382,1578,11.571459998533403,9674,70.93935616337905,1377,10.097528781990174,127,0.8562567421790722,menor,737,4.968985976267529,menor,5477,4,4660,5481,4697,5307,96.89611100967683,0,0.0,3.1038889903231706,0,20,128,1,21,513,2672,789,305,355,10,1012,31,3549,23,0,14,1,3963,172,316,138,22,3463,75.34812880765884,1094,23.80330722367276,39,0.8485639686684074,4285,92.82928942807625,239,5.177642980935875,76,1.6464471403812824,16,0.34662045060658575,https://upload.wikimedia.org/wikipedia/commons/a/a6/Comuna_de_Calle_Larga.svg,-32.95077282,-70.54465946
5,53,5303,REGIÓN DE VALPARAÍSO,LOS ANDES,RINCONADA,3634,3622,99.66978536048433,12,0.3302146395156852,10207,50.298814539041835,5134,49.701185460958165,5073,82.9,menor,101.2,51.7,35.1,16.6,5303,653,6.983957219251337,1160,12.406417112299465,6611,70.70588235294117,926,9.903743315508022,96,0.9405310081316743,menor,545,5.339472910747526,menor,3612,11,3150,3623,3181,3515,97.31450719822813,0,0.0,2.685492801771872,0,9,71,4,13,250,2018,495,166,201,8,563,12,2552,6,0,3,3,2690,118,180,123,17,2437,78.00896286811779,663,21.222791293213827,24,0.7682458386683738,2941,94.1722702529619,90,2.881844380403458,78,2.49759846301633,14,0.44828690361831575,https://upload.wikimedia.org/wikipedia/commons/a/a4/Escudo_de_Rinconada.svg,-32.87633967,-70.70619755
5,53,5304,REGIÓN DE VALPARAÍSO,LOS ANDES,SAN ESTEBAN,7323,7317,99.91806636624334,6,0.0819336337566571,18855,49.33969769291965,9303,50.66030230708035,9552,13.7,menor,97.4,50.9,32.9,18.0,5304,1217,7.162615502324759,1983,11.670884585957271,11856,69.77811782708493,1935,11.38838208463304,116,0.6152214266772739,menor,772,4.09440466719703,menor,7306,6,6070,7312,6157,7107,97.27621133315083,43,0.5885573501231864,2.135231316725992,5,24,102,1,24,578,3378,1193,391,508,11,985,8,5025,17,2,7,4,5268,173,348,181,51,4577,76.14373648311428,1369,22.77491266012311,65,1.0813508567626018,5541,91.89054726368158,220,3.6484245439469323,54,0.8955223880597015,215,3.565505804311774,https://upload.wikimedia.org/wikipedia/commons/4/47/Comuna_de_San_Esteban.svg,-32.68633079,-70.34775853
5,54,5401,REGIÓN DE VALPARAÍSO,PETORCA,LA LIGUA,17309,17285,99.86134380957883,24,0.13865619042116817,35390,48.99689177733823,17340,51.003108222661766,18050,30.4,menor,96.1,51.0,30.5,20.5,5401,2080,6.38330520177996,3493,10.719656283566058,23159,71.07257940770293,3853,11.82445910695105,298,0.8420457756428369,menor,2317,6.5470471884713195,menor,17054,24,11714,17078,11923,15453,90.61217309722059,1296,7.599390172393574,1.7884367303858397,2,40,183,9,71,738,4708,4779,1274,147,29,1614,351,9625,25,1,23,12,10144,237,808,401,42,8947,77.28921907394609,2544,21.976503109882515,85,0.7342778161713891,10649,91.37635146730736,552,4.736571134374463,387,3.320748240947314,66,0.5663291573708598,https://upload.wikimedia.org/wikipedia/commons/b/b9/Escudo_de_La_Ligua.svg,-32.35359016,-71.2717016
5,54,5402,REGIÓN DE VALPARAÍSO,PETORCA,CABILDO,7064,7052,99.83012457531144,12,0.16987542468856173,19388,48.82917268413451,9467,51.17082731586549,9921,13.3,menor,95.4,52.8,33.7,19.1,5402,1165,6.493868450390189,2139,11.923076923076923,12614,70.31215161649943,2022,11.270903010033445,77,0.3971528780689086,menor,704,3.631112028058593,menor,7030,12,6143,7042,6218,6558,93.28591749644382,311,4.4238975817923185,2.290184921763867,1,27,103,1,29,261,2311,2700,702,124,15,561,87,5394,23,0,22,6,5121,167,419,341,41,4457,73.63290930117297,1524,25.17759788534611,72,1.1894928134809186,5586,91.90523198420533,442,7.272128989799276,13,0.21388614675880221,37,0.6087528792365909,https://upload.wikimedia.org/wikipedia/commons/8/86/Comuna_de_Cabildo.svg,-32.41735808,-70.82353581
5,54,5403,REGIÓN DE VALPARAÍSO,PETORCA,PAPUDO,5823,5814,99.84544049459042,9,0.1545595054095827,6356,52.564505978602895,3341,47.435494021397105,3015,38.1,mayor,110.8,42.4,24.8,17.6,5403,345,5.815913688469319,523,8.816587997302765,4386,73.937963587323,678,11.429534726904922,51,0.8023914411579609,menor,492,7.740717432347388,menor,5812,9,1935,5821,1965,3452,59.394356503785275,2278,39.19476944253269,1.4108740536820363,0,2,68,2,10,149,281,1296,184,16,3,270,43,1606,3,0,5,0,1736,57,76,51,5,1554,80.89536699635606,357,18.58407079646018,10,0.5205622071837585,1805,93.86375455018201,45,2.3400936037441498,67,3.4841393655746224,6,0.31201248049922,https://upload.wikimedia.org/wikipedia/commons/8/85/Escudo_de_Papudo.svg,-32.47493512,-71.38032781
5,54,5404,REGIÓN DE VALPARAÍSO,PETORCA,PETORCA,4446,4435,99.75258659469186,11,0.24741340530814215,9826,49.7557500508854,4889,50.2442499491146,4937,6.5,menor,99.0,51.7,29.1,22.6,5404,465,5.462234230001175,850,9.984729237636556,6101,71.66686244567133,1097,12.886174086690943,119,1.2110726643598615,menor,484,4.925707307144311,menor,4410,11,3416,4421,3453,4247,96.30385487528345,2,0.045351473922902494,3.650793650793645,2,12,121,0,26,124,1106,1560,410,200,9,182,2,3197,8,3,4,4,2615,134,333,283,35,2181,64.39326837909654,1155,34.100974313551816,51,1.5057573073516386,2986,87.72032902467684,227,6.668625146886016,109,3.202115158636898,82,2.408930669800235,https://upload.wikimedia.org/wikipedia/commons/6/69/Comuna_de_Petorca.svg,-32.19050866,-70.86990603
